rebalance_date,training_end_date,universe,method,fund,ticker,weight
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,DOW,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,DUK,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,EA,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,EOS-USD,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,ETC-USD,0.027804791770401693
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,ETH-USD,0.03387256909773816
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,GE,6.950081577603813e-18
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,GILD,0.039200681156260624
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,GS,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,INTC,1.75047987508207e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,KO,3.05986575659513e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,LTC-USD,3.907858106882246e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,MMM,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,MRK,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,MS,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,NEE,1.4309739098059612e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,NEM,1.2383149735107198e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,NKE,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,NUE,0.1651143146259044
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,NVDA,0.21004332395645126
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,O,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,OXY,0.0035594058540780148
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,PLD,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,PSA,0.014799970549190418
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,QCOM,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,SBUX,7.908075840948426e-18
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,SHW,6.341456839099634e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,SLB,7.366610029416115e-18
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,SO,1.4783070133055818e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,T,8.448810904922906e-18
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,TMUS,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,TRX-USD,0.03379890508624974
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,TTWO,1.737748067477787e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,UPS,3.0143313056661747e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,USB,1.0650276227706681e-16
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,V,4.6277289944693356e-18
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,WFC,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,WMT,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,XLM-USD,0.0
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,XOM,2.925922241796507e-17
2023-04-03,2023-03-31,Combined,Tangency,Combined Tangency,XRP-USD,0.025829893368293978
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ABBV,0.37649870899175697
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ABT,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ADA-USD,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ADBE,2.5713410430152776e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,AEP,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,AMD,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,AMGN,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,AMT,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,BA,5.7234328749513054e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,BCH-USD,8.002908985768228e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,BTC-USD,0.02907840850480714
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,CAT,5.680290772617459e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,CCI,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,CMCSA,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,COP,1.9400179527523768e-19
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,CVX,1.804010548534687e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,D,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,DD,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,DIS,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,DOW,6.9160552646853595e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,DUK,1.0697210341228553e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,EA,8.824387019220096e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,EOS-USD,1.0533165805806272e-16
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ETC-USD,0.022026609910642894
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,ETH-USD,0.058999265921566756
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,GE,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,GILD,0.046482749061022566
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,GS,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,INTC,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,KO,2.904507226488996e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,LTC-USD,7.966602103846264e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,MMM,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,MRK,6.371104764448394e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,MS,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,NEE,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,NEM,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,NKE,2.2457954498702053e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,NUE,0.14878630891605094
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,NVDA,0.22196504319112262
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,O,3.184437369965259e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,OXY,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,PLD,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,PSA,0.0074740844618866155
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,QCOM,2.5669903434690357e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,SBUX,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,SHW,1.2013696806567826e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,SLB,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,SO,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,T,2.992539696169596e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,TMUS,8.038065604644856e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,TRX-USD,0.03258688518371843
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,TTWO,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,UPS,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,USB,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,V,2.2569224129944813e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,WFC,0.0
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,WMT,1.5636205953562352e-18
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,XLM-USD,2.162054722902e-17
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,XOM,0.044242604321799994
2023-05-01,2023-04-28,Combined,Tangency,Combined Tangency,XRP-USD,0.011859331535624447
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ABBV,0.33460057781909136
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ABT,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ADA-USD,1.0180540380165223e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ADBE,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,AEP,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,AMD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,AMGN,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,AMT,1.2822217995716468e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,BA,9.016025658123316e-18
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,BCH-USD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,BTC-USD,5.4919755474255154e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,CAT,1.4443826865458296e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,CCI,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,CMCSA,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,COP,1.7026192596776763e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,CVX,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,D,5.976207898346515e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,DD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,DIS,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,DOW,1.6183927913125936e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,DUK,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,EA,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,EOS-USD,1.0207916184558555e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ETC-USD,0.012723169216336606
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,ETH-USD,0.08042366345761227
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,GE,5.7843713208177e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,GILD,0.0194584758969805
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,GS,3.035241187209145e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,INTC,1.8609830274062252e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,KO,7.464545874991328e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,LTC-USD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,MMM,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,MRK,1.0129989153411159e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,MS,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,NEE,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,NEM,6.873385196078269e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,NKE,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,NUE,0.12272127350122027
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,NVDA,0.34336120653453317
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,O,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,OXY,0.014974066193193409
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,PLD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,PSA,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,QCOM,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,SBUX,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,SHW,1.581079902461813e-18
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,SLB,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,SO,3.789100510265472e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,T,2.1266125596651735e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,TMUS,1.177935658740358e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,TRX-USD,0.04515560684333416
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,TTWO,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,UPS,1.789023452124659e-16
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,USB,3.966183868635632e-19
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,V,1.4896437833299402e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,WFC,3.220571996068386e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,WMT,5.196191642244314e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,XLM-USD,0.0
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,XOM,1.1792909114559649e-17
2023-06-01,2023-05-31,Combined,Tangency,Combined Tangency,XRP-USD,0.02658196053769703
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ABBV,0.26482061194082424
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ABT,4.5519148792965214e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ADA-USD,1.435283990462233e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ADBE,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,AEP,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,AMD,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,AMGN,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,AMT,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,BA,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,BCH-USD,2.8535206126979503e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,BTC-USD,0.0037249944852039358
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,CAT,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,CCI,2.1354859323497667e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,CMCSA,3.146290543915919e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,COP,2.728623542917925e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,CVX,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,D,6.634699710779397e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,DD,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,DIS,1.6311180078674273e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,DOW,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,DUK,5.8622056628834735e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,EA,1.0788525262576234e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,EOS-USD,3.544059618100365e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ETC-USD,0.043161914195473126
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,ETH-USD,0.06525777872281231
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,GE,6.207771083824979e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,GILD,0.011253178124312231
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,GS,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,INTC,5.96115043423141e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,KO,5.389005739102327e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,LTC-USD,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,MMM,3.5650282883915626e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,MRK,0.012478757369698463
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,MS,2.2775382085650265e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,NEE,2.3859937704604594e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,NEM,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,NKE,2.2240410709454372e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,NUE,0.2092229571387401
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,NVDA,0.3466386338318849
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,O,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,OXY,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,PLD,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,PSA,3.3333154186696686e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,QCOM,2.915983817950524e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,SBUX,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,SHW,2.486960097773172e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,SLB,2.9992456242725725e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,SO,4.100377132594531e-18
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,T,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,TMUS,4.496793015321609e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,TRX-USD,0.04257624096249005
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,TTWO,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,UPS,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,USB,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,V,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,WFC,1.2021805233778496e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,WMT,1.537477945507567e-17
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,XLM-USD,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,XOM,0.0
2023-07-03,2023-06-30,Combined,Tangency,Combined Tangency,XRP-USD,0.0008649332285602649
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ABBV,0.34822862289742734
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ABT,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ADA-USD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ADBE,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,AEP,2.959251171117326e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,AMD,3.629099113530564e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,AMGN,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,AMT,3.130730017274639e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,BA,6.0558546064131e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,BCH-USD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,BTC-USD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,CAT,3.07073499470053e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,CCI,2.4645839299208146e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,CMCSA,3.7554621415363674e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,COP,8.511397021504347e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,CVX,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,D,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,DD,7.430884556457143e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,DIS,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,DOW,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,DUK,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,EA,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,EOS-USD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ETC-USD,0.02493443342682391
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,ETH-USD,0.027708043754611826
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,GE,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,GILD,3.6914407384484805e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,GS,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,INTC,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,KO,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,LTC-USD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,MMM,8.088182123526479e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,MRK,3.1616956250500883e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,MS,8.817430597325123e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,NEE,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,NEM,1.5806597237992716e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,NKE,5.8149965921809995e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,NUE,0.18605762242643914
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,NVDA,0.32561436778592107
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,O,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,OXY,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,PLD,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,PSA,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,QCOM,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,SBUX,1.0053155683911072e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,SHW,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,SLB,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,SO,7.769554858113479e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,T,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,TMUS,1.1550852811902056e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,TRX-USD,0.03652466419560006
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,TTWO,0.0
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,UPS,5.4034888213473765e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,USB,2.8362762749005395e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,V,1.4078399126508886e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,WFC,1.0448076904566636e-18
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,WMT,2.6198298092120343e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,XLM-USD,0.007769884335027225
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,XOM,2.152551279876869e-17
2023-08-01,2023-07-31,Combined,Tangency,Combined Tangency,XRP-USD,0.043162361178149006
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ABBV,0.33543114892328196
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ABT,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ADA-USD,3.7864852595497346e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ADBE,2.468501993622044e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,AEP,4.356229202117249e-18
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,AMD,7.552771271858151e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,AMGN,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,AMT,4.268524931971785e-18
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,BA,7.559508819799288e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,BCH-USD,1.1637283845899827e-16
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,BTC-USD,2.848689095986672e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,CAT,5.100899998527847e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,CCI,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,CMCSA,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,COP,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,CVX,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,D,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,DD,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,DIS,1.923690401948078e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,DOW,3.419250489257168e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,DUK,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,EA,2.3106537678907406e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,EOS-USD,4.037245727573905e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ETC-USD,0.02109418143981715
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,ETH-USD,0.02647137091139289
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,GE,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,GILD,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,GS,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,INTC,5.330183006540965e-20
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,KO,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,LTC-USD,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,MMM,2.3661804135937244e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,MRK,6.908463975602524e-19
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,MS,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,NEE,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,NEM,1.5338994030274326e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,NKE,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,NUE,0.19264276541061562
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,NVDA,0.34575244188764415
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,O,1.9826826107138758e-17
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,OXY,0.0
2023-09-01,2023-08-31,Combined,Tangency,Combined Tangency,PLD,1.5272789826330666e-17
