rebalance_date,training_end_date,universe,method,fund,ticker,weight
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,TTWO,9.982462958394311e-18
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,UPS,0.0
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,USB,4.8574491227408045e-17
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,V,0.0
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,WFC,3.359117560588014e-17
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,WMT,0.0
2023-12-01,2023-11-30,Equity,Tangency,Equity Tangency,XOM,7.190707150667234e-17
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,ABBV,0.02719023847617962
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,ABT,0.022295545606279936
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,ADBE,0.019186515488673755
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,AEP,0.024106707267734017
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,AMD,0.01720183249323058
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,AMGN,0.02369919344755897
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,AMT,0.0187680478574664
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,BA,0.011043556913138219
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,CAT,0.018534810608285032
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,CCI,0.019866459899090565
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.020972498374467883
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,COP,0.012546137593551094
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,CVX,0.013545867542175264
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,D,0.01941693159744063
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,DD,0.01599686537851386
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,DIS,0.018290936860541934
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,DOW,0.013673936879244772
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,DUK,0.019391196858988404
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,EA,0.032916734203165425
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,GE,0.014794346141454567
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,GILD,0.03637609840109107
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,GS,0.015015615353110174
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,INTC,0.016653314682168803
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,KO,0.02262619130538671
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,MMM,0.022596423990941097
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,MRK,0.027352583332713638
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,MS,0.013283606976424476
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,NEE,0.01975493218602976
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,NEM,0.03904945285914225
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,NKE,0.020751264657328117
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,NUE,0.016431692056317712
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,NVDA,0.01529238237043964
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,O,0.01572476889057224
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,OXY,0.009815001904613398
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,PLD,0.017006186101598923
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,PSA,0.02600960379534465
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,QCOM,0.017163767642838917
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,SBUX,0.017205226345725043
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,SHW,0.020090106873389264
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,SLB,0.012254719244713374
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,SO,0.017758837417711504
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,T,0.02191144005461838
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,TMUS,0.02276399034929713
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,TTWO,0.03192440195586267
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,UPS,0.023899252314517064
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,USB,0.01424963478933075
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,V,0.01732768892639963
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,WFC,0.01342391326083503
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,WMT,0.036362806621514844
2021-01-04,2020-12-31,Equity,Risk Parity,Equity Risk Parity,XOM,0.016486735852842938
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,ABBV,0.026780046371340856
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,ABT,0.02250181839563752
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,ADBE,0.019176927786353562
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,AEP,0.024356518444527436
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,AMD,0.017206736407953865
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,AMGN,0.023640355146182783
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,AMT,0.01895297590802484
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,BA,0.011033834584387408
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,CAT,0.01852053767022366
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,CCI,0.020057591061613155
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.020760909806244423
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,COP,0.012511894341171378
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,CVX,0.0135467187771952
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,D,0.019673453562652116
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,DD,0.01587194630722093
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,DIS,0.018197737021055493
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,DOW,0.013611241860996872
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,DUK,0.019627549952949276
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,EA,0.033092712047434754
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,GE,0.014861907522804916
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,GILD,0.036397315212251515
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,GS,0.015056677258752307
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,INTC,0.01666759041142947
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,KO,0.02274134995980042
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,MMM,0.02314420819849577
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,MRK,0.02720567955188568
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,MS,0.01326358274558824
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,NEE,0.019390097712693486
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,NEM,0.038694896795835446
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,NKE,0.020665846957044737
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,NUE,0.01640305847029139
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,NVDA,0.015350876879477164
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,O,0.01584239702539964
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,OXY,0.009818919041159618
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,PLD,0.017112714603764106
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,PSA,0.026236237409081167
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,QCOM,0.017036695526569126
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,SBUX,0.017086369762605063
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,SHW,0.020197998682613447
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,SLB,0.012201624555473481
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,SO,0.017787271342457903
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,T,0.02215486115661703
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,TMUS,0.022478164784518483
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,TTWO,0.03146495073315969
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,UPS,0.023923540071415887
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,USB,0.014238036903246308
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,V,0.017368126981451848
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,WFC,0.013318633197463143
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,WMT,0.03631970853289139
2021-02-01,2021-01-29,Equity,Risk Parity,Equity Risk Parity,XOM,0.01644915656059661
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,ABBV,0.026877237057309763
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,ABT,0.02260302172654222
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,ADBE,0.01910549344385336
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,AEP,0.024472565335199
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,AMD,0.01716000146467361
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,AMGN,0.02375002398678303
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,AMT,0.0189728694590803
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,BA,0.011010623944861119
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,CAT,0.01851044936051195
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,CCI,0.020110534640216955
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.020797495780374667
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,COP,0.012500137331464805
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,CVX,0.013582968396652536
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,D,0.019744740323570823
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,DD,0.01590273819988478
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,DIS,0.018086857349364674
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,DOW,0.013586188532719312
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,DUK,0.019795026018864993
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,EA,0.033027093290404326
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,GE,0.014803272839624399
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,GILD,0.03613145766856099
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,GS,0.015017445560363515
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,INTC,0.016635025116598767
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,KO,0.022748076604869872
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,MMM,0.02324410400250596
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,MRK,0.027351076331257728
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,MS,0.013242180429317588
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,NEE,0.01953290707448639
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,NEM,0.038365901682324614
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,NKE,0.020699333877403726
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,NUE,0.01636423496791809
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,NVDA,0.015289693907792003
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,O,0.01591093747067396
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,OXY,0.0097672893396468
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,PLD,0.017157573762355712
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,PSA,0.026339091155252414
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,QCOM,0.01708438507041577
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,SBUX,0.017166553973727888
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,SHW,0.02027843813339358
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,SLB,0.012182290502827547
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,SO,0.017876261246327147
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,T,0.022154582847336072
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,TMUS,0.022617765247502607
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,TTWO,0.031067682289623127
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,UPS,0.023958518330435438
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,USB,0.01420808425967435
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,V,0.017342926344715712
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,WFC,0.013305501016788785
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,WMT,0.03616982711799375
2021-03-01,2021-02-26,Equity,Risk Parity,Equity Risk Parity,XOM,0.016391516185953532
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,ABBV,0.02676787927104578
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,ABT,0.022553795830964663
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,ADBE,0.01900608707573004
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,AEP,0.02464312631273665
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,AMD,0.017028264864798758
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,AMGN,0.02368515486694608
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,AMT,0.01897050227679364
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,BA,0.011044328448506292
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,CAT,0.018476500819533195
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,CCI,0.02012929264921691
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.020833048533684194
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,COP,0.012581016605317344
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,CVX,0.013656615620532489
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,D,0.01979296163976044
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,DD,0.01594779856637694
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,DIS,0.018195562268716495
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,DOW,0.013646550142535826
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,DUK,0.019924655955618115
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,EA,0.03261587669902865
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,GE,0.014935199764790852
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,GILD,0.035981415204465406
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,GS,0.015186301747291672
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,INTC,0.01642011887784805
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,KO,0.022804679910895905
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,MMM,0.023425019477867695
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,MRK,0.027459678857172962
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,MS,0.013396960978479436
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,NEE,0.019506147325058048
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,NEM,0.03788586690449988
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,NKE,0.020567826620622474
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,NUE,0.016251744209768746
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,NVDA,0.015220683210420104
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,O,0.016019340244103314
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,OXY,0.009838560901163928
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,PLD,0.0171985872101763
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,PSA,0.026507970121123787
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,QCOM,0.01693732993837641
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,SBUX,0.017248855593617465
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,SHW,0.020186293179411084
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,SLB,0.012232862880140586
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,SO,0.018012098778426147
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,T,0.02235740227573544
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,TMUS,0.022527570573909587
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,TTWO,0.030930740481152796
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,UPS,0.0238797019201602
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,USB,0.014338754459382728
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,V,0.01735487865093094
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,WFC,0.013439076258727246
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,WMT,0.036032091276768506
2021-04-01,2021-03-31,Equity,Risk Parity,Equity Risk Parity,XOM,0.016417223719669746
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,ABBV,0.02688535322918148
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,ABT,0.022556870564242642
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,ADBE,0.01897742957771947
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,AEP,0.02468764841463004
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,AMD,0.016874803398005192
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,AMGN,0.02371906579820149
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,AMT,0.019034838777374618
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,BA,0.011066351843572717
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,CAT,0.018519701440172176
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,CCI,0.02015847682361659
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.020783454026467113
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,COP,0.012600452860180513
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,CVX,0.013679195868561443
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,D,0.019849327487737278
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,DD,0.01591763590394639
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,DIS,0.018234894848989176
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,DOW,0.013598875677183195
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,DUK,0.020002219876437088
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,EA,0.03247181184427756
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,GE,0.014964867762239854
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,GILD,0.03580438240677835
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,GS,0.015199080228779013
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,INTC,0.016426210187490714
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,KO,0.02287037040667924
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,MMM,0.023438684274960177
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,MRK,0.027658434092269917
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,MS,0.013410793093551055
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,NEE,0.019614976345938676
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,NEM,0.03756312111084434
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,NKE,0.02050437014419658
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,NUE,0.016246555337745067
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,NVDA,0.015132632944071613
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,O,0.016033342530324592
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,OXY,0.00986625742345584
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,PLD,0.01723570637153416
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,PSA,0.026533675919110877
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,QCOM,0.016803846596776997
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,SBUX,0.01724502255691231
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,SHW,0.020140537089808494
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,SLB,0.012245384281521575
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,SO,0.01808984250562275
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,T,0.022487797478694813
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,TMUS,0.022436278281426282
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,TTWO,0.03103450121542286
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,UPS,0.023910297409135955
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,USB,0.01435646341001866
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,V,0.0173262791227409
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,WFC,0.013420985769616015
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,WMT,0.035963650029908256
2021-05-03,2021-04-30,Equity,Risk Parity,Equity Risk Parity,XOM,0.016417245411927725
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,ABBV,0.026911142883059375
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,ABT,0.02261415442341063
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,ADBE,0.018982526122159702
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,AEP,0.02474144549386852
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,AMD,0.016962812951135397
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,AMGN,0.023729864914919897
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,AMT,0.019081406300051725
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,BA,0.011081512602137923
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,CAT,0.018571754494890364
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,CCI,0.02021853625092476
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,CMCSA,0.02074541943791198
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,COP,0.01259221419051907
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,CVX,0.013696818650432523
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,D,0.01990729321110175
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,DD,0.015909008224759595
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,DIS,0.01833689774957454
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,DOW,0.013620200745388056
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,DUK,0.020038621668583518
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,EA,0.03247890379950429
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,GE,0.014974457102458844
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,GILD,0.035778700519676625
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,GS,0.015169895984047993
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,INTC,0.01641465701536134
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,KO,0.02293671247607233
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,MMM,0.023400760949093408
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,MRK,0.027737746373615983
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,MS,0.013404438644511662
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,NEE,0.019623747339287047
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,NEM,0.037175882843829215
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,NKE,0.020447971686026658
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,NUE,0.01607808913115317
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,NVDA,0.015063945683319155
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,O,0.01607997934879154
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,OXY,0.009879999650383062
2021-06-01,2021-05-28,Equity,Risk Parity,Equity Risk Parity,PLD,0.017279357648307465
