date,ticker,asset_class,sector,return
2020-10-23,CMCSA,Equity,Comm,-0.0011084975859727564
2020-10-23,COP,Equity,Energy,0.019743115426588576
2020-10-23,CVX,Equity,Energy,-0.011308162447529302
2020-10-23,D,Equity,Utilities,-0.0004926343663396171
2020-10-23,DD,Equity,Materials,0.005716193683479531
2020-10-23,DIS,Equity,Consumer,0.006193316419411232
2020-10-23,DOW,Equity,Materials,-0.005940191295879305
2020-10-23,DUK,Equity,Utilities,-0.011822372524272429
2020-10-23,EA,Equity,Comm,-0.0011818491020270105
2020-10-23,GE,Equity,Industrials,-0.011657993689743407
2020-10-23,GILD,Equity,Healthcare,0.0019779910528603395
2020-10-23,GS,Equity,Financials,-0.0017525132024501788
2020-10-23,INTC,Equity,Tech,-0.10575137581139515
2020-10-23,KO,Equity,Consumer,-0.0031568549776797017
2020-10-23,MMM,Equity,Industrials,-0.005330678171669101
2020-10-23,MRK,Equity,Healthcare,0.00782739031031543
2020-10-23,MS,Equity,Financials,0.0019316919570580016
2020-10-23,NEE,Equity,Utilities,0.00264722128859729
2020-10-23,NEM,Equity,Materials,-0.001156163893412665
2020-10-23,NKE,Equity,Consumer,-0.00023066315561048878
2020-10-23,NUE,Equity,Materials,0.005811464327049265
2020-10-23,NVDA,Equity,Tech,0.017158059631261047
2020-10-23,O,Equity,RealEstate,0.010983367249560949
2020-10-23,OXY,Equity,Energy,-0.014749260461626279
2020-10-23,PLD,Equity,RealEstate,0.0042806531633905465
2020-10-23,PSA,Equity,RealEstate,0.002594436947235712
2020-10-23,QCOM,Equity,Tech,0.0038946437854301408
2020-10-23,SBUX,Equity,Consumer,0.016114762588932408
2020-10-23,SHW,Equity,Materials,0.007832009274169938
2020-10-23,SLB,Equity,Energy,0.006535881736611904
2020-10-23,SO,Equity,Utilities,0.004788788160655644
2020-10-23,T,Equity,Comm,-0.016265892109502356
2020-10-23,TMUS,Equity,Comm,0.006628227411709098
2020-10-23,TTWO,Equity,Comm,0.006981440605798861
2020-10-23,UPS,Equity,Industrials,-0.006301057393487408
2020-10-23,USB,Equity,Financials,0.004446545445368155
2020-10-23,V,Equity,Financials,0.00010085946732063533
2020-10-23,WFC,Equity,Financials,0.0012902616831251823
2020-10-23,WMT,Equity,Consumer,0.0020897222977882546
2020-10-23,XOM,Equity,Energy,-0.020080455511551354
2020-10-26,ADA-USD,Crypto,Crypto,-0.030596832464749313
2020-10-26,BCH-USD,Crypto,Crypto,-0.04167355737779288
2020-10-26,BTC-USD,Crypto,Crypto,0.003382214014740148
2020-10-26,EOS-USD,Crypto,Crypto,-0.02444130135809297
2020-10-26,ETC-USD,Crypto,Crypto,-0.01757988773865038
2020-10-26,ETH-USD,Crypto,Crypto,-0.030351866854822607
2020-10-26,LTC-USD,Crypto,Crypto,-0.03287652815145614
2020-10-26,TRX-USD,Crypto,Crypto,-0.006422892852850359
2020-10-26,XLM-USD,Crypto,Crypto,-0.026893437874268566
2020-10-26,XRP-USD,Crypto,Crypto,-0.017870295458627394
2020-10-26,ABBV,Equity,Healthcare,-0.004979911188660036
2020-10-26,ABT,Equity,Healthcare,0.011225719193422412
2020-10-26,ADBE,Equity,Tech,-0.027226177672402763
2020-10-26,AEP,Equity,Utilities,0.018611172664432463
2020-10-26,AMD,Equity,Tech,0.0032943420629210074
2020-10-26,AMGN,Equity,Healthcare,-0.009993192136351303
2020-10-26,AMT,Equity,RealEstate,-0.00252386690281603
2020-10-26,BA,Equity,Industrials,-0.039017678988302884
2020-10-26,CAT,Equity,Industrials,-0.03197120956818256
2020-10-26,CCI,Equity,RealEstate,0.00914980290005385
2020-10-26,CMCSA,Equity,Comm,-0.02862840248109566
2020-10-26,COP,Equity,Energy,-0.06822368072303231
2020-10-26,CVX,Equity,Energy,-0.022461369532676523
2020-10-26,D,Equity,Utilities,0.0071479543879808816
2020-10-26,DD,Equity,Materials,-0.022066151986595117
2020-10-26,DIS,Equity,Consumer,-0.03342430418433062
2020-10-26,DOW,Equity,Materials,-0.028436124735826462
2020-10-26,DUK,Equity,Utilities,0.004311272918026132
2020-10-26,EA,Equity,Comm,-0.0007098244830904266
2020-10-26,GE,Equity,Industrials,-0.032765247673114395
2020-10-26,GILD,Equity,Healthcare,-0.013653504235222491
2020-10-26,GS,Equity,Financials,-0.01902069137316653
2020-10-26,INTC,Equity,Tech,-0.030705495545266692
2020-10-26,KO,Equity,Consumer,-0.014251993020420795
2020-10-26,MMM,Equity,Industrials,-0.021437052162359582
2020-10-26,MRK,Equity,Healthcare,-0.012401073775202831
2020-10-26,MS,Equity,Financials,-0.02988248929141102
2020-10-26,NEE,Equity,Utilities,-0.0013859935481982388
2020-10-26,NEM,Equity,Materials,-0.002480745892387337
2020-10-26,NKE,Equity,Consumer,-0.012462532642325885
2020-10-26,NUE,Equity,Materials,-0.038055498086058015
2020-10-26,NVDA,Equity,Tech,-0.03303839947497145
2020-10-26,O,Equity,RealEstate,-0.0151442491912116
2020-10-26,OXY,Equity,Energy,-0.05588813396700665
2020-10-26,PLD,Equity,RealEstate,-0.026830901784744565
2020-10-26,PSA,Equity,RealEstate,0.0021634567212547307
2020-10-26,QCOM,Equity,Tech,-0.0207946333564778
2020-10-26,SBUX,Equity,Consumer,-0.012555112681617464
2020-10-26,SHW,Equity,Materials,-0.018922711660723235
2020-10-26,SLB,Equity,Energy,-0.014935055417268694
2020-10-26,SO,Equity,Utilities,-0.003944112809432743
2020-10-26,T,Equity,Comm,-0.015815931308370446
2020-10-26,TMUS,Equity,Comm,-0.005338885857922859
2020-10-26,TTWO,Equity,Comm,0.003770664742405394
2020-10-26,UPS,Equity,Industrials,-0.022687561073035933
