rebalance_date,training_end_date,max_training_observation_date,first_live_return_date,universe,method,fund,assets_used,solver_status,fallback_used,objective_value,weight_sum,min_weight,max_weight,rebalance_turnover,risk_contribution_dispersion
2022-07-01,2022-06-30,2022-06-30,2022-07-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,2.660141419219e-07,1.0,0.08602842884440948,0.14564812632598206,0.060214754448528855,0.0004541898645538389
2022-08-01,2022-07-31,2022-07-31,2022-08-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,8.505329787052257e-08,1.0,0.08644518968244941,0.1453208124554178,0.10434750147133949,0.0003702571741418942
2022-09-01,2022-08-31,2022-08-31,2022-09-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,8.873305027448722e-08,1.0,0.0860338231342665,0.14500530682190668,0.020600356445153088,0.00037932226647371947
2022-10-01,2022-09-30,2022-09-30,2022-10-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.0731960583404044e-07,1.0,0.08550046054928218,0.14476901437673312,0.054876909522041356,0.0004078859836577492
2022-11-01,2022-10-31,2022-10-31,2022-11-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.1832557819556837e-07,1.0,0.08557403216407568,0.14475479873092406,0.03119250360263085,0.00042809348341762976
2022-12-01,2022-11-30,2022-11-30,2022-12-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.1608105785733983e-07,1.0,0.08581706866602168,0.1439629798611976,0.0655035138451534,0.00039995592331434904
2023-01-01,2022-12-31,2022-12-31,2023-01-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.2331273454272506e-07,1.0,0.08566451956259083,0.14402116787806446,0.037702849595005646,0.0004103403465777894
2023-02-01,2023-01-31,2023-01-31,2023-02-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.3383181986966803e-07,1.0,0.08542511787795329,0.1437829265962423,0.035053672835367464,0.00042369807801782844
2023-03-01,2023-02-28,2023-02-28,2023-03-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.2864959135550132e-07,0.9999999999999998,0.08543040310922677,0.14343133598472882,0.02285225979652456,0.00041761477928543844
2023-04-01,2023-03-31,2023-03-31,2023-04-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.1668246877196549e-07,1.0,0.08547227958360167,0.14285448034385986,0.05917956196265399,0.00040182043519779165
2023-05-01,2023-04-30,2023-04-30,2023-05-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.1419575406240233e-07,1.0,0.08550000166788727,0.14267673573367545,0.031386075961404844,0.0003925070733237085
2023-06-01,2023-05-31,2023-05-31,2023-06-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.112037512033305e-07,1.0000000000000002,0.08553737802035478,0.1424815311457752,0.030523759241467774,0.00038404112010748115
2023-07-01,2023-06-30,2023-06-30,2023-07-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.3256902361608524e-07,1.0,0.08527883965775475,0.14289735522754707,0.1198206540908728,0.00040793579514818157
2023-08-01,2023-07-31,2023-07-31,2023-08-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,1.0131282334791578e-06,1.0,0.08597676955086071,0.14467741826806424,0.07868653617153679,0.0010420595977167907
2023-09-01,2023-08-31,2023-08-31,2023-09-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,9.774338490753254e-07,1.0000000000000002,0.08606671996799531,0.14452822108042893,0.038567658286279664,0.0010311932139441538
2023-10-01,2023-09-30,2023-09-30,2023-10-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,9.725517389495539e-07,1.0,0.08608842149041124,0.14449634885134938,0.021003871930124055,0.001029514121889688
2023-11-01,2023-10-31,2023-10-31,2023-11-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,9.57799175888259e-07,1.0,0.08614645835164986,0.14412687264938537,0.028019849940629407,0.001020604168834885
2023-12-01,2023-11-30,2023-11-30,2023-12-01,Crypto,Risk Parity,Crypto Risk Parity,10,success,False,9.685371570692375e-07,1.0,0.08612333921305335,0.14393713866419117,0.03099467493615337,0.0010259471090278832
2021-01-04,2020-12-31,2020-12-31,2021-01-04,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,,0.02277348318633753
2021-02-01,2021-01-29,2021-01-29,2021-02-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.04573546134831941,0.023151007440573367
2021-03-01,2021-02-26,2021-02-26,2021-03-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.06775775218129501,0.02394212199708036
2021-04-01,2021-03-31,2021-03-31,2021-04-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03509260108878917,0.02391877037566499
2021-05-03,2021-04-30,2021-04-30,2021-05-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.07475824087043022,0.02500657614767427
2021-06-01,2021-05-28,2021-05-28,2021-06-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.041721742689391585,0.02856347425927657
2021-07-01,2021-06-30,2021-06-30,2021-07-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.049039742593524165,0.0295218479579374
2021-08-02,2021-07-30,2021-07-30,2021-08-02,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.02445178467116295,0.029721850293986003
2021-09-01,2021-08-31,2021-08-31,2021-09-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.04060946333062589,0.03028987901787505
2021-10-01,2021-09-30,2021-09-30,2021-10-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03429572469883432,0.031241179266490636
2021-11-01,2021-10-29,2021-10-29,2021-11-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.035170307554484644,0.03149556038754967
2021-12-01,2021-11-30,2021-11-30,2021-12-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03591605717422462,0.03152191395579138
2022-01-03,2021-12-31,2021-12-31,2022-01-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03913507795630392,0.031882151854892946
2022-02-01,2022-01-31,2022-01-31,2022-02-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.05460812741029577,0.03212063800377657
2022-03-01,2022-02-28,2022-02-28,2022-03-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.04159250723406856,0.03227870040667654
2022-04-01,2022-03-31,2022-03-31,2022-04-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03297601930324231,0.03242697967917346
2022-05-02,2022-04-29,2022-04-29,2022-05-02,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.044807458371089896,0.032361256958915355
2022-06-01,2022-05-31,2022-05-31,2022-06-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.06687277616482926,0.032466039653954025
2022-07-01,2022-06-30,2022-06-30,2022-07-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.04392204006742066,0.03225613896673526
2022-08-01,2022-07-29,2022-07-29,2022-08-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03801935484948643,0.03298641253409656
2022-09-01,2022-08-31,2022-08-31,2022-09-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.026334939747044622,0.033248373775496706
2022-10-03,2022-09-30,2022-09-30,2022-10-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03977352362301019,0.032934476392969675
2022-11-01,2022-10-31,2022-10-31,2022-11-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03886837796847359,0.032186926611344265
2022-12-01,2022-11-30,2022-11-30,2022-12-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03433475283210964,0.032730246415496676
2023-01-03,2022-12-30,2022-12-30,2023-01-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.02870718149354703,0.03278963953294282
2023-02-01,2023-01-31,2023-01-31,2023-02-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.036508992597519885,0.033206872654131324
2023-03-01,2023-02-28,2023-02-28,2023-03-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.02130180502200505,0.033273172077572355
2023-04-03,2023-03-31,2023-03-31,2023-04-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03468938046122188,0.03318772304012005
2023-05-01,2023-04-28,2023-04-28,2023-05-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.02171490049579819,0.03317806168352198
2023-06-01,2023-05-31,2023-05-31,2023-06-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.031125691028957972,0.03307146375196486
2023-07-03,2023-06-30,2023-06-30,2023-07-03,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.04414629574385218,0.03327314224607735
2023-08-01,2023-07-31,2023-07-31,2023-08-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.03050915640931889,0.03321385527887924
2023-09-01,2023-08-31,2023-08-31,2023-09-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.032772796871600035,0.033209171755981655
2023-10-02,2023-09-29,2023-09-29,2023-10-02,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.026668034707894396,0.03312775005292484
2023-11-01,2023-10-31,2023-10-31,2023-11-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.023323841287453004,0.03300196339980852
2023-12-01,2023-11-30,2023-11-30,2023-12-01,Combined,Equal Weight,Combined Equal Weight,60,success,False,,1.0,0.016666666666666666,0.016666666666666666,0.0327860792384018,0.032775525579465406
2021-01-04,2020-12-31,2020-12-31,2021-01-04,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0002649110889876307,1.0,0.0,0.09508291144416667,,0.08241801820440289
2021-02-01,2021-01-29,2021-01-29,2021-02-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00024257200544142138,1.0,0.0,0.10355027322708471,0.06796916739397312,0.09398479757984013
2021-03-01,2021-02-26,2021-02-26,2021-03-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0002314383596100869,0.9999999999999999,0.0,0.10148296304534404,0.021923513583932883,0.09212046662897264
2021-04-01,2021-03-31,2021-03-31,2021-04-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00022525105833226742,1.0,0.0,0.09225950015989451,0.0494384948859909,0.08138656280718813
2021-05-03,2021-04-30,2021-04-30,2021-05-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00021279371710672501,1.0,0.0,0.09049736811422718,0.021616317394046947,0.08056036114308536
2021-06-01,2021-05-28,2021-05-28,2021-06-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0002030821124774574,1.0,0.0,0.08989941644814305,0.021905377898851414,0.08068171332511495
2021-07-01,2021-06-30,2021-06-30,2021-07-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00019954824551702207,1.0000000000000002,0.0,0.08178687170985208,0.05221606856189011,0.07104208949736521
2021-08-02,2021-07-30,2021-07-30,2021-08-02,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00018461707806601357,1.0,0.0,0.08845553843749587,0.05187488043054077,0.07980016710542157
2021-09-01,2021-08-31,2021-08-31,2021-09-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00017629358202388154,1.0,0.0,0.08760793383791372,0.018046711983721483,0.07957361161674215
2021-10-01,2021-09-30,2021-09-30,2021-10-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0001748902895761541,1.0,0.0,0.08110820593212814,0.04887079279181687,0.07098073498912558
2021-11-01,2021-10-29,2021-10-29,2021-11-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00017376650739769163,1.0,0.0,0.0752882469911867,0.0550120019192117,0.06324231096470262
2021-12-01,2021-11-30,2021-11-30,2021-12-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016802502369548202,1.0,0.0,0.07597137426602352,0.021734997281216233,0.06358485764945952
2022-01-03,2021-12-31,2021-12-31,2022-01-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016906153657148044,1.0,0.0,0.0679970882204556,0.05917538678851122,0.05482638311871666
2022-02-01,2022-01-31,2022-01-31,2022-02-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0001577011165320159,1.0000000000000002,0.0,0.0767012376345735,0.05769731437253451,0.06579147820853455
2022-03-01,2022-02-28,2022-02-28,2022-03-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016598399645934006,1.0000000000000002,0.0,0.063293517266051,0.11006033330521058,0.049290648313340846
2022-04-01,2022-03-31,2022-03-31,2022-04-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016307303293168658,0.9999999999999998,0.0,0.0631683921177898,0.02606284647829755,0.048230234076168575
2022-05-02,2022-04-29,2022-04-29,2022-05-02,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016150382703425544,0.9999999999999999,0.0,0.06289076406118585,0.030530617707780337,0.04823794684265935
2022-06-01,2022-05-31,2022-05-31,2022-06-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015091724378038822,1.0,0.0,0.07402420740962204,0.08834251252131746,0.062027796695599005
2022-07-01,2022-06-30,2022-06-30,2022-07-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015218405440947216,0.9999999999999998,0.0,0.07251762598593461,0.028041356777269145,0.06025478584051875
2022-08-01,2022-07-29,2022-07-29,2022-08-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014948141693021746,1.0,0.0,0.07164489652849121,0.03547356104172775,0.0599014909060861
2022-09-01,2022-08-31,2022-08-31,2022-09-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015863397861439458,1.0000000000000002,0.0,0.057215625558137174,0.10101052781613046,0.043093384762325944
2022-10-03,2022-09-30,2022-09-30,2022-10-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015863902769837094,1.0,0.0,0.058194248181818474,0.02417440139751797,0.04465778742734879
2022-11-01,2022-10-31,2022-10-31,2022-11-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00016026255667349895,1.0,0.0,0.05795952784027537,0.032578714766313265,0.044632867260512465
2022-12-01,2022-11-30,2022-11-30,2022-12-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015835329425493275,1.0000000000000002,0.0,0.059233107969600234,0.033524433795225184,0.046242420515491295
2023-01-03,2022-12-30,2022-12-30,2023-01-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0001541155462513838,1.0,0.0,0.061127227514066615,0.023115567224938016,0.048456481699398105
2023-02-01,2023-01-31,2023-01-31,2023-02-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015303057395506443,1.0,0.0,0.059816259666154906,0.02780607586414071,0.047328468446365374
2023-03-01,2023-02-28,2023-02-28,2023-03-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015006348436007435,1.0,0.0,0.0607265609895336,0.018954644701583857,0.048259076257812936
2023-04-03,2023-03-31,2023-03-31,2023-04-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00015189631722940363,0.9999999999999999,0.0,0.056660276180213714,0.03827484323249304,0.04404081679229789
2023-05-01,2023-04-28,2023-04-28,2023-05-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014572814080621312,1.0,0.0,0.061078197668695766,0.04061946734696892,0.04865293826178987
2023-06-01,2023-05-31,2023-05-31,2023-06-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014732464354703768,1.0,0.0,0.056273155327730515,0.04395907853553912,0.04374939059633939
2023-07-03,2023-06-30,2023-06-30,2023-07-03,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014150770015015695,1.0,0.0,0.06006864447660261,0.03780006967146558,0.04742604400439919
2023-08-01,2023-07-31,2023-07-31,2023-08-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00013817027709028096,1.0,0.0,0.06137863053966902,0.022179628901403375,0.04838943068502682
2023-09-01,2023-08-31,2023-08-31,2023-09-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014137855471114152,1.0,0.0,0.05445290993148894,0.06066616826231511,0.041388414635514056
2023-10-02,2023-09-29,2023-09-29,2023-10-02,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00013972283499379777,1.0,0.0,0.054089123088509515,0.019657813502915962,0.041085919888576114
2023-11-01,2023-10-31,2023-10-31,2023-11-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.0001383547981582658,1.0000000000000002,0.0,0.0541102656601943,0.023503813917655568,0.04083614793102286
2023-12-01,2023-11-30,2023-11-30,2023-12-01,Combined,Minimum Variance,Combined Minimum Variance,60,success,False,0.00014367611647834764,1.0,0.0,0.04760573897038455,0.0563905997736109,0.03518119330997979
2021-01-04,2020-12-31,2020-12-31,2021-01-04,Combined,Tangency,Combined Tangency,60,success,False,-0.1839165243309178,0.9999999999999999,0.0,0.5784389906892113,,0.7584092041339449
2021-02-01,2021-01-29,2021-01-29,2021-02-01,Combined,Tangency,Combined Tangency,60,success,False,-0.18557478152946394,1.0,0.0,0.5289728267567929,0.2405493831725112,0.6031828422740612
2021-03-01,2021-02-26,2021-02-26,2021-03-01,Combined,Tangency,Combined Tangency,60,success,False,-0.1983483878877274,1.0000000000000002,0.0,0.4698021137183562,0.2603866438870626,0.4756856258685058
2021-04-01,2021-03-31,2021-03-31,2021-04-01,Combined,Tangency,Combined Tangency,60,success,False,-0.19679614390248035,1.0000000000000002,0.0,0.4618334187293799,0.2606795796135104,0.5476573203751053
2021-05-03,2021-04-30,2021-04-30,2021-05-03,Combined,Tangency,Combined Tangency,60,success,False,-0.19975098676092673,0.9999999999999999,0.0,0.3883906044192372,0.11295007849584798,0.4941097254917819
2021-06-01,2021-05-28,2021-05-28,2021-06-01,Combined,Tangency,Combined Tangency,60,success,False,-0.18284931649856143,1.0,0.0,0.29493236655415844,0.23223347858781218,0.3599233457039153
2021-07-01,2021-06-30,2021-06-30,2021-07-01,Combined,Tangency,Combined Tangency,60,success,False,-0.16708908755569551,1.0,0.0,0.28572526691938266,0.23703739353274908,0.31657338638624694
2021-08-02,2021-07-30,2021-07-30,2021-08-02,Combined,Tangency,Combined Tangency,60,success,False,-0.15916775899698812,1.0,0.0,0.2716042054021213,0.13526152843911754,0.27958164864126667
2021-09-01,2021-08-31,2021-08-31,2021-09-01,Combined,Tangency,Combined Tangency,60,success,False,-0.17022971932655528,1.0,0.0,0.3067907178292554,0.1255030944547848,0.43180784094830166
2021-10-01,2021-09-30,2021-09-30,2021-10-01,Combined,Tangency,Combined Tangency,60,success,False,-0.1536477316076658,1.0,0.0,0.351411166807394,0.10184581640184089,0.47482516898074606
2021-11-01,2021-10-29,2021-10-29,2021-11-01,Combined,Tangency,Combined Tangency,60,success,False,-0.16354741974968734,0.9999999999999999,0.0,0.3044206019486639,0.11782598642956967,0.32677821160411663
2021-12-01,2021-11-30,2021-11-30,2021-12-01,Combined,Tangency,Combined Tangency,60,success,False,-0.15954154116732333,1.0,0.0,0.4738551831162946,0.20380374720425004,0.4305635426103364
2022-01-03,2021-12-31,2021-12-31,2022-01-03,Combined,Tangency,Combined Tangency,60,success,False,-0.14866494424998697,1.0,0.0,0.29641924184039575,0.2268180235989508,0.33310017684688914
2022-02-01,2022-01-31,2022-01-31,2022-02-01,Combined,Tangency,Combined Tangency,60,success,False,-0.1308501381383656,1.0,0.0,0.23348914374782898,0.16223623116750152,0.2884328738888126
2022-03-01,2022-02-28,2022-02-28,2022-03-01,Combined,Tangency,Combined Tangency,60,success,False,-0.1345615591471996,0.9999999999999999,0.0,0.16796157267548822,0.1637011788812438,0.218305623230975
2022-04-01,2022-03-31,2022-03-31,2022-04-01,Combined,Tangency,Combined Tangency,60,success,False,-0.1420048322440386,1.0,0.0,0.1947776917816992,0.11213111306916348,0.18474348418552464
2022-05-02,2022-04-29,2022-04-29,2022-05-02,Combined,Tangency,Combined Tangency,60,success,False,-0.12573187352027124,0.9999999999999998,0.0,0.20452691065073555,0.12544240668632645,0.17821464843369783
2022-06-01,2022-05-31,2022-05-31,2022-06-01,Combined,Tangency,Combined Tangency,60,success,False,-0.10932999702243437,0.9999999999999999,0.0,0.2906136627118152,0.22678980452691785,0.18259331778761487
2022-07-01,2022-06-30,2022-06-30,2022-07-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09737725146612904,1.0,0.0,0.4191527610529682,0.21096597986144522,0.31371663289766943
2022-08-01,2022-07-29,2022-07-29,2022-08-01,Combined,Tangency,Combined Tangency,60,success,False,-0.100397214834991,1.0,0.0,0.3024516869838284,0.3133750677704608,0.18434927381593175
2022-09-01,2022-08-31,2022-08-31,2022-09-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09528092401850256,1.0,0.0,0.24727894512509271,0.15955721870409478,0.23641591484422558
2022-10-03,2022-09-30,2022-09-30,2022-10-03,Combined,Tangency,Combined Tangency,60,success,False,-0.08561233673152192,1.0,0.0,0.37308191045498024,0.18769218669159338,0.24961417188719556
2022-11-01,2022-10-31,2022-10-31,2022-11-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09109591961479434,1.0,0.0,0.3720271471121185,0.1411254609789158,0.23241163447046695
2022-12-01,2022-11-30,2022-11-30,2022-12-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09427729338935008,1.0000000000000002,0.0,0.42907517179738713,0.22716471675023592,0.29350892343987883
2023-01-03,2022-12-30,2022-12-30,2023-01-03,Combined,Tangency,Combined Tangency,60,success,False,-0.08901423536015601,1.0,0.0,0.49903827073432955,0.08049505702114426,0.35626785753126844
2023-02-01,2023-01-31,2023-01-31,2023-02-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09221070930187956,1.0,0.0,0.3488809726038041,0.16477862880886382,0.2668809667214591
2023-03-01,2023-02-28,2023-02-28,2023-03-01,Combined,Tangency,Combined Tangency,60,success,False,-0.0934788401636968,1.0000000000000002,0.0,0.41600963348147096,0.11570474162539611,0.24536911410893025
2023-04-03,2023-03-31,2023-03-31,2023-04-03,Combined,Tangency,Combined Tangency,60,success,False,-0.09357644575876468,1.0,0.0,0.421080774630274,0.08681889522052456,0.3024487778256353
2023-05-01,2023-04-28,2023-04-28,2023-05-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09094596320332449,0.9999999999999999,0.0,0.37649870899175697,0.08225536096548897,0.32038150198709375
2023-06-01,2023-05-31,2023-05-31,2023-06-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09186224269257819,1.0,0.0,0.34336120653453317,0.10915307526519373,0.48882538984051166
2023-07-03,2023-06-30,2023-06-30,2023-07-03,Combined,Tangency,Combined Tangency,60,success,False,-0.09521578067803933,1.0,0.0,0.3466386338318849,0.11052008206301937,0.4783012551016075
2023-08-01,2023-07-31,2023-07-31,2023-08-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09901997288595042,1.0000000000000002,0.0,0.34822862289742734,0.12245850491283462,0.46373268413127977
2023-09-01,2023-08-31,2023-08-31,2023-09-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09696858546490673,1.0,0.0,0.34575244188764415,0.02592499833857277,0.505529472550343
2023-10-02,2023-09-29,2023-09-29,2023-10-02,Combined,Tangency,Combined Tangency,60,success,False,-0.09380595606154589,1.0000000000000002,0.0,0.3511719058313985,0.064525865538675,0.46229463347203187
2023-11-01,2023-10-31,2023-10-31,2023-11-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09073546769096434,1.0,0.0,0.32628937377471245,0.11684087255938944,0.44714804873707603
2023-12-01,2023-11-30,2023-11-30,2023-12-01,Combined,Tangency,Combined Tangency,60,success,False,-0.09349848832013676,1.0000000000000002,0.0,0.3224312474904885,0.0694546810615798,0.4638568994724859
2021-01-04,2020-12-31,2020-12-31,2021-01-04,Combined,Risk Parity,Combined Risk Parity,60,success,False,3.1561548219148894e-07,1.0,0.009075265179422311,0.034601259668779895,,0.0004265704399000862
2021-02-01,2021-01-29,2021-01-29,2021-02-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.9972515980380135e-07,0.9999999999999999,0.00905158769261048,0.033717716811409455,0.04179138560931234,0.00037509100638225337
2021-03-01,2021-02-26,2021-02-26,2021-03-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,3.3431753509357406e-07,1.0,0.009006437081120115,0.033511628354684866,0.06275573964174888,0.00038384593491299496
2021-04-01,2021-03-31,2021-03-31,2021-04-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,3.1272564168737225e-07,1.0,0.009080016916959454,0.033242717617854994,0.03030526630176135,0.00035406237116148917
2021-05-03,2021-04-30,2021-04-30,2021-05-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,3.630496941309543e-07,1.0000000000000002,0.009185792606745886,0.03271418892725886,0.05825701581871493,0.0003758406170074058
2021-06-01,2021-05-28,2021-05-28,2021-06-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.437916278154885e-07,1.0,0.008424340273507993,0.032645419305759635,0.03517366279846574,0.0003184168348343841
2021-07-01,2021-06-30,2021-06-30,2021-07-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.4917813002906366e-07,0.9999999999999999,0.008338057239977787,0.03241467113363365,0.034680179065882076,0.00035290790582035575
2021-08-02,2021-07-30,2021-07-30,2021-08-02,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.6289192983445245e-07,1.0,0.008292516055399443,0.03240538900452406,0.020773626242209187,0.00038352033567424365
2021-09-01,2021-08-31,2021-08-31,2021-09-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.8138554917133725e-07,1.0,0.00822988315829133,0.03242811137631599,0.0299516939961096,0.00038470204534537394
2021-10-01,2021-09-30,2021-09-30,2021-10-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,4.051299468569531e-07,1.0000000000000002,0.008069220551037854,0.03232931729703603,0.023779654200760766,0.00048679537388173627
2021-11-01,2021-10-29,2021-10-29,2021-11-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,4.3064913952780143e-07,1.0,0.008020598155043848,0.032380915186829104,0.03469342669051105,0.00046965645161092806
